order_id,order_date,customer_id,country,city,channel,category,subcategory,unit_price,quantity,discount,revenue,cost
O1428,2024-11-01 15:00:00,C10885,Germany,Munich,Web,Beauty,Beauty Sub5,157.8,2,0.03,307.0,219.65
O1429,2024-02-07 16:00:00,C11243,Netherlands,Rotterdam,Retail,Electronics,Electronics Sub5,76.98,2,0.0,153.96,108.31
O1430,2025-04-17 19:00:00,C10714,Australia,Sydney,Mobile App,Fashion,Fashion Sub1,131.07,1,0.0,131.07,97.48
O1431,2024-04-07 02:00:00,C10076,Brazil,Rio de Janeiro,Mobile App,Fashion,Fashion Sub5,61.95,1,0.05,58.82,37.82
O1432,2024-06-30 04:00:00,C10525,Germany,Hamburg,Mobile App,Fashion,Fashion Sub4,80.17,1,0.0,80.17,55.82
O1433,2024-05-26 02:00:00,C10076,USA,Chicago,Web,Sports,Sports Sub1,45.15,3,0.0,135.45,96.51
O1434,2024-11-25 07:00:00,C10661,Netherlands,Utrecht,Web,Sports,Sports Sub2,170.86,2,0.0,341.71,259.57
O1435,2025-08-12 16:00:00,C10370,Germany,Cologne,Mobile App,Sports,Sports Sub1,25.67,1,0.0,25.67,14.29
O1436,2025-05-16 13:00:00,C10900,Netherlands,Utrecht,Retail,Electronics,Electronics Sub4,10.0,1,0.06,9.4,6.1
O1437,2024-02-26 17:00:00,C10060,USA,Chicago,Marketplace,Fashion,Fashion Sub4,126.5,1,0.05,119.96,78.55
O1438,2025-08-11 10:00:00,C10160,Netherlands,Utrecht,Web,Fashion,Fashion Sub2,10.0,1,0.0,10.0,5.93
O1439,2024-08-22 17:00:00,C11192,Germany,Munich,Web,Fashion,Fashion Sub5,155.63,2,0.16,261.41,195.56
O1440,2024-01-24 12:00:00,C10665,Brazil,Brasília,Web,Fashion,Fashion Sub2,350.92,1,0.0,350.92,265.99
O1441,2024-08-01 12:00:00,C11313,Canada,Vancouver,Web,Fashion,Fashion Sub1,43.56,1,0.0,43.56,29.33
O1442,2025-10-24 18:00:00,C11307,France,Marseille,Web,Sports,Sports Sub3,80.22,2,0.14,138.26,104.49
O1443,2024-09-22 20:00:00,C10401,USA,San Francisco,Web,Electronics,Electronics Sub2,222.31,3,0.33,448.66,401.46
O1444,2024-07-13 01:00:00,C10531,France,Paris,Web,Home,Home Sub2,173.58,4,0.19,563.22,533.41
O1445,2025-02-22 08:00:00,C10126,Sweden,Stockholm,Web,Sports,Sports Sub4,159.86,4,0.2,512.66,465.07
O1446,2025-01-30 23:00:00,C10973,Netherlands,Utrecht,Mobile App,Electronics,Electronics Sub1,80.47,3,0.0,241.4,175.69
O1447,2025-10-18 05:00:00,C11369,India,Delhi,Web,Sports,Sports Sub5,180.59,3,0.04,517.52,341.11
O1448,2024-07-25 09:00:00,C10083,USA,Seattle,Web,Sports,Sports Sub3,363.53,1,0.0,363.53,276.59
O1449,2024-01-17 02:00:00,C10298,UK,Bristol,Web,Fashion,Fashion Sub5,103.92,2,0.11,185.48,134.11
O1450,2024-07-05 06:00:00,C10826,Sweden,Malmö,Mobile App,Sports,Sports Sub3,189.4,2,0.0,378.8,262.73
O1451,2024-10-12 10:00:00,C10054,Germany,Berlin,Retail,Fashion,Fashion Sub2,111.88,1,0.19,90.86,77.55
O1452,2024-08-24 20:00:00,C10472,France,Paris,Web,Sports,Sports Sub1,238.15,6,0.0,1428.92,1080.97
O1453,2025-03-15 12:00:00,C10930,Netherlands,Amsterdam,Web,Beauty,Beauty Sub5,107.24,2,0.0,214.48,135.02
O1454,2025-09-05 03:00:00,C11002,Germany,Hamburg,Web,Sports,Sports Sub1,142.74,2,0.09,259.48,193.54
O1455,2024-11-23 23:00:00,C10941,Netherlands,Rotterdam,Web,Fashion,Fashion Sub5,67.11,3,0.0,201.34,126.33
O1456,2024-11-01 06:00:00,C10189,Netherlands,Amsterdam,Retail,Home,Home Sub3,105.73,1,0.0,105.73,72.93
O1457,2024-07-28 06:00:00,C10862,UK,Manchester,Mobile App,Home,Home Sub1,184.27,2,0.0,368.53,293.08
O1458,2024-04-05 10:00:00,C10279,Netherlands,Amsterdam,Web,Electronics,Electronics Sub3,128.59,5,0.0,642.93,372.48
O1459,2025-06-09 14:00:00,C10892,Brazil,São Paulo,Marketplace,Electronics,Electronics Sub4,95.43,4,0.0,381.72,239.95
O1460,2025-03-05 04:00:00,C10014,Netherlands,Rotterdam,Web,Home,Home Sub1,217.84,3,0.0,653.51,392.31
O1461,2025-08-07 10:00:00,C10379,Canada,Vancouver,Mobile App,Fashion,Fashion Sub1,10.0,3,0.0,30.0,22.74
O1462,2025-09-18 15:00:00,C10631,Netherlands,Rotterdam,Mobile App,Beauty,Beauty Sub2,10.0,2,0.15,16.95,14.15
O1463,2025-06-20 12:00:00,C10680,Canada,Montreal,Mobile App,Sports,Sports Sub4,105.64,2,0.0,211.28,122.18
O1464,2024-04-24 19:00:00,C11385,USA,Seattle,Mobile App,Electronics,Electronics Sub3,85.09,1,0.0,85.09,61.96
O1465,2025-05-16 12:00:00,C10691,France,Paris,Mobile App,Fashion,Fashion Sub1,10.0,1,0.0,10.0,6.77
O1466,2025-02-19 20:00:00,C10964,Sweden,Malmö,Retail,Home,Home Sub5,203.49,3,0.0,610.47,468.27
O1467,2024-11-22 14:00:00,C10822,Sweden,Stockholm,Retail,Sports,Sports Sub3,104.43,4,0.0,417.72,240.75
O1468,2025-04-11 00:00:00,C11271,Germany,Hamburg,Web,Electronics,Electronics Sub1,163.59,4,0.0,654.37,469.43
O1469,2025-01-05 03:00:00,C11166,Netherlands,Rotterdam,Mobile App,Fashion,Fashion Sub1,10.0,3,0.0,30.0,18.85
O1470,2024-06-13 18:00:00,C10758,UK,London,Web,Sports,Sports Sub4,10.0,2,0.0,20.0,12.52
O1471,2024-06-04 13:00:00,C10815,Australia,Melbourne,Mobile App,Sports,Sports Sub4,121.26,2,0.0,242.53,160.73
O1472,2024-05-31 16:00:00,C10535,Canada,Vancouver,Web,Sports,Sports Sub2,112.47,1,0.0,112.47,87.43
O1473,2024-07-08 16:00:00,C10928,France,Paris,Web,Electronics,Electronics Sub5,178.57,1,0.33,119.37,142.31
O1474,2025-09-04 22:00:00,C10422,France,Marseille,Mobile App,Home,Home Sub4,124.62,3,0.11,332.99,281.28
O1475,2025-09-14 07:00:00,C10693,Sweden,Stockholm,Web,Electronics,Electronics Sub5,201.37,6,0.0,1208.25,735.61
O1476,2024-09-01 02:00:00,C10678,Netherlands,Amsterdam,Web,Electronics,Electronics Sub5,165.22,1,0.0,165.22,117.93
O1477,2024-05-01 02:00:00,C10755,Canada,Toronto,Web,Fashion,Fashion Sub4,28.07,2,0.11,50.06,36.99
O1478,2025-06-03 22:00:00,C10706,UK,Leeds,Mobile App,Beauty,Beauty Sub1,141.6,2,0.0,283.21,187.31
O1479,2024-03-21 07:00:00,C11314,Sweden,Malmö,Web,Fashion,Fashion Sub3,72.4,4,0.0,289.6,228.82
O1480,2024-10-06 06:00:00,C10516,Sweden,Gothenburg,Mobile App,Sports,Sports Sub4,107.35,1,0.0,107.35,62.27
O1481,2025-01-27 05:00:00,C10354,France,Paris,Retail,Fashion,Fashion Sub5,110.37,1,0.0,110.37,80.27
O1482,2024-05-25 11:00:00,C10944,Brazil,São Paulo,Web,Home,Home Sub2,164.26,3,0.03,478.34,298.06
O1483,2025-05-12 17:00:00,C10513,USA,Seattle,Mobile App,Fashion,Fashion Sub1,198.03,2,0.0,396.06,281.17
O1484,2025-02-21 18:00:00,C10986,Australia,Sydney,Web,Beauty,Beauty Sub1,114.69,3,0.13,300.7,208.82
O1485,2024-12-17 03:00:00,C10667,Netherlands,Amsterdam,Mobile App,Electronics,Electronics Sub5,98.63,2,0.1,178.08,150.73
O1486,2025-08-24 17:00:00,C10362,Germany,Cologne,Mobile App,Fashion,Fashion Sub2,51.29,2,0.01,101.96,78.57
O1487,2025-05-31 04:00:00,C10817,France,Paris,Mobile App,Sports,Sports Sub5,151.11,1,0.0,151.11,105.38
O1488,2025-06-16 16:00:00,C10812,Sweden,Gothenburg,Mobile App,Fashion,Fashion Sub5,119.98,3,0.0,359.94,278.37
O1489,2024-10-20 04:00:00,C11286,India,Delhi,Mobile App,Home,Home Sub1,76.21,1,0.0,76.21,55.04
O1490,2025-05-03 21:00:00,C10746,USA,San Francisco,Mobile App,Beauty,Beauty Sub1,10.0,2,0.0,20.0,14.98
O1491,2025-09-16 19:00:00,C10546,UK,Manchester,Marketplace,Fashion,Fashion Sub4,108.78,1,0.03,105.26,73.31
O1492,2025-01-12 22:00:00,C10601,France,Marseille,Web,Beauty,Beauty Sub4,10.0,1,0.0,10.0,6.09
O1493,2025-08-21 05:00:00,C11172,India,Bengaluru,Web,Beauty,Beauty Sub2,78.34,1,0.0,78.34,60.93
O1494,2024-07-04 21:00:00,C10909,Netherlands,Utrecht,Retail,Sports,Sports Sub1,165.76,3,0.0,497.27,372.53
O1495,2025-05-15 17:00:00,C10681,Sweden,Stockholm,Mobile App,Home,Home Sub3,67.4,2,0.0,134.8,93.7
O1496,2025-07-03 13:00:00,C10113,Canada,Calgary,Retail,Fashion,Fashion Sub2,144.53,1,0.1,130.8,104.11
O1497,2024-09-05 04:00:00,C11084,Netherlands,Amsterdam,Mobile App,Electronics,Electronics Sub2,104.21,3,0.0,312.63,248.53
O1498,2025-02-16 09:00:00,C11145,Germany,Munich,Web,Fashion,Fashion Sub4,185.13,2,0.0,370.26,232.6
O1499,2025-01-05 00:00:00,C11230,Brazil,Rio de Janeiro,Marketplace,Sports,Sports Sub4,197.47,1,0.16,165.56,144.07
O1500,2024-01-11 12:00:00,C11124,France,Paris,Web,Electronics,Electronics Sub4,189.34,5,0.2,762.06,692.62
O1501,2024-07-13 16:00:00,C10860,UK,London,Mobile App,Beauty,Beauty Sub3,180.84,4,0.0,723.36,553.59
O1502,2025-06-04 22:00:00,C10940,Germany,Cologne,Mobile App,Beauty,Beauty Sub1,109.14,1,0.0,109.14,60.15
O1503,2025-01-01 19:00:00,C10966,Netherlands,Utrecht,Marketplace,Electronics,Electronics Sub3,161.24,1,0.15,137.36,117.43
O1504,2024-09-02 15:00:00,C11228,Germany,Cologne,Mobile App,Electronics,Electronics Sub2,70.13,4,0.0,280.53,156.99
O1505,2024-06-08 16:00:00,C10006,Germany,Berlin,Web,Beauty,Beauty Sub1,116.7,1,0.0,116.7,67.77
O1506,2024-05-30 21:00:00,C10851,Brazil,Rio de Janeiro,Web,Fashion,Fashion Sub3,297.53,1,0.07,275.91,209.69
O1507,2025-10-07 03:00:00,C10127,Netherlands,Utrecht,Web,Fashion,Fashion Sub5,189.11,3,0.07,527.53,386.28
O1508,2024-10-12 18:00:00,C10318,Germany,Berlin,Web,Electronics,Electronics Sub3,192.73,2,0.06,362.06,250.07
O1509,2024-02-29 21:00:00,C10833,Sweden,Stockholm,Web,Sports,Sports Sub4,108.45,1,0.0,108.45,65.83
O1510,2024-01-19 01:00:00,C10301,Brazil,Rio de Janeiro,Web,Sports,Sports Sub2,66.86,1,0.1,60.45,53.11
O1511,2025-09-29 18:00:00,C10462,Sweden,Malmö,Web,Home,Home Sub5,229.59,5,0.0,1147.96,827.39
O1512,2024-11-06 21:00:00,C10199,USA,New York,Web,Fashion,Fashion Sub5,18.61,3,0.0,55.82,32.94
O1513,2024-12-13 03:00:00,C10166,Australia,Sydney,Mobile App,Electronics,Electronics Sub5,35.21,2,0.03,68.12,55.96
O1514,2024-02-14 02:00:00,C10623,UK,Manchester,Web,Electronics,Electronics Sub5,10.0,3,0.0,30.0,22.24
O1515,2025-03-03 21:00:00,C11271,Brazil,Rio de Janeiro,Retail,Beauty,Beauty Sub2,10.0,1,0.0,10.0,6.79
O1516,2025-02-03 13:00:00,C10022,Netherlands,Amsterdam,Web,Fashion,Fashion Sub3,26.45,5,0.0,132.27,105.46
O1517,2025-09-14 00:00:00,C10632,France,Marseille,Marketplace,Fashion,Fashion Sub4,191.52,1,0.24,145.59,125.8
O1518,2024-02-27 23:00:00,C11221,France,Lyon,Mobile App,Electronics,Electronics Sub4,10.0,3,0.13,26.18,21.74
O1519,2025-07-08 09:00:00,C10007,Netherlands,Amsterdam,Web,Electronics,Electronics Sub1,144.27,1,0.0,144.27,79.56
O1520,2025-03-16 01:00:00,C10987,India,Delhi,Marketplace,Electronics,Electronics Sub3,70.72,1,0.0,70.72,45.64
O1521,2024-04-16 02:00:00,C11316,UK,Bristol,Retail,Home,Home Sub4,281.59,2,0.0,563.17,334.79
O1522,2025-07-10 20:00:00,C10970,France,Marseille,Web,Sports,Sports Sub1,83.73,1,0.0,83.73,59.69
O1523,2024-09-15 23:00:00,C10957,Netherlands,Amsterdam,Web,Beauty,Beauty Sub5,125.65,3,0.03,366.08,289.14
O1524,2024-09-11 18:00:00,C10629,Netherlands,Rotterdam,Web,Sports,Sports Sub5,124.83,1,0.0,124.83,95.59
O1525,2025-10-09 01:00:00,C10660,USA,Austin,Web,Home,Home Sub4,156.03,3,0.0,468.09,307.56
O1526,2024-06-03 12:00:00,C10358,Netherlands,Amsterdam,Retail,Fashion,Fashion Sub4,129.44,2,0.0,258.89,166.6
O1527,2024-04-03 12:00:00,C10462,USA,Chicago,Web,Sports,Sports Sub1,165.14,1,0.04,157.76,106.56
O1528,2024-04-27 12:00:00,C10227,Canada,Toronto,Web,Sports,Sports Sub2,258.69,1,0.28,186.52,192.63
O1529,2025-05-06 22:00:00,C10344,Brazil,Rio de Janeiro,Retail,Home,Home Sub5,228.14,1,0.0,228.14,129.37
O1530,2024-08-05 01:00:00,C11246,Netherlands,Amsterdam,Mobile App,Electronics,Electronics Sub1,67.84,1,0.0,67.84,51.26
O1531,2024-11-26 05:00:00,C10804,Australia,Melbourne,Web,Electronics,Electronics Sub4,146.81,1,0.0,146.81,97.75
O1532,2024-11-11 19:00:00,C10224,India,Bengaluru,Mobile App,Beauty,Beauty Sub3,135.13,2,0.0,270.26,152.92
O1533,2024-02-06 01:00:00,C11093,Canada,Montreal,Mobile App,Beauty,Beauty Sub2,198.75,1,0.0,198.75,135.69
O1534,2024-07-21 23:00:00,C10932,India,Bengaluru,Web,Fashion,Fashion Sub3,83.98,1,0.0,83.98,59.66
O1535,2024-10-20 03:00:00,C11153,France,Lyon,Web,Sports,Sports Sub4,139.24,1,0.17,115.33,100.47
O1536,2025-09-29 19:00:00,C11204,Netherlands,Rotterdam,Web,Sports,Sports Sub5,209.04,2,0.34,277.56,275.93
O1537,2024-08-25 22:00:00,C10437,Brazil,São Paulo,Marketplace,Electronics,Electronics Sub1,91.03,1,0.0,91.03,52.88
O1538,2024-03-03 11:00:00,C10853,Netherlands,Rotterdam,Mobile App,Fashion,Fashion Sub5,145.19,3,0.0,435.57,275.23
O1539,2024-12-08 18:00:00,C10273,UK,London,Web,Electronics,Electronics Sub1,41.45,2,0.0,82.9,61.42
O1540,2025-08-02 12:00:00,C10080,Brazil,Rio de Janeiro,Retail,Fashion,Fashion Sub4,176.12,2,0.0,352.24,222.93
O1541,2024-05-06 15:00:00,C10323,UK,Leeds,Web,Electronics,Electronics Sub1,139.88,2,0.0,279.76,194.96
O1542,2025-01-16 16:00:00,C10371,Netherlands,Utrecht,Web,Electronics,Electronics Sub2,30.77,4,0.0,123.07,71.75
O1543,2024-05-13 02:00:00,C10526,Canada,Montreal,Retail,Electronics,Electronics Sub3,79.63,3,0.0,238.9,175.59
O1544,2025-09-26 05:00:00,C11068,Canada,Calgary,Marketplace,Fashion,Fashion Sub3,10.0,1,0.0,10.0,7.93
O1545,2024-01-23 20:00:00,C10473,Australia,Melbourne,Mobile App,Fashion,Fashion Sub5,49.55,2,0.0,99.1,68.71
O1546,2024-01-03 13:00:00,C10011,France,Lyon,Mobile App,Home,Home Sub4,291.52,1,0.14,251.37,196.2
O1547,2025-08-03 21:00:00,C10033,Germany,Berlin,Mobile App,Home,Home Sub4,245.24,1,0.2,195.54,163.73
O1548,2025-10-25 09:00:00,C10664,Netherlands,Rotterdam,Web,Electronics,Electronics Sub5,156.62,3,0.0,469.87,272.49
O1549,2024-03-16 01:00:00,C11325,France,Marseille,Web,Fashion,Fashion Sub2,111.49,3,0.0,334.47,208.11
O1550,2025-02-17 16:00:00,C11229,Sweden,Stockholm,Marketplace,Electronics,Electronics Sub4,108.16,2,0.16,182.2,165.62
O1551,2024-06-23 21:00:00,C10648,UK,Bristol,Marketplace,Home,Home Sub5,144.09,2,0.23,221.04,221.0
O1552,2024-03-28 04:00:00,C10042,Germany,Hamburg,Web,Electronics,Electronics Sub4,110.63,1,0.34,72.95,79.42
O1553,2024-03-23 08:00:00,C10034,India,Hyderabad,Marketplace,Electronics,Electronics Sub4,272.34,2,0.18,446.06,322.51
O1554,2024-04-10 04:00:00,C10864,Brazil,São Paulo,Web,Beauty,Beauty Sub2,325.26,1,0.0,325.26,224.77
O1555,2025-06-09 17:00:00,C10433,Sweden,Gothenburg,Mobile App,Fashion,Fashion Sub4,81.72,1,0.0,81.72,53.68
O1556,2024-04-14 02:00:00,C11166,Sweden,Malmö,Web,Electronics,Electronics Sub1,91.8,2,0.11,162.91,106.14
O1557,2024-05-22 02:00:00,C11115,Brazil,Rio de Janeiro,Mobile App,Electronics,Electronics Sub3,10.0,1,0.0,10.0,6.0
O1558,2024-02-09 10:00:00,C11136,Australia,Melbourne,Mobile App,Electronics,Electronics Sub3,268.87,4,0.0,1075.47,631.15
O1559,2024-11-06 01:00:00,C10223,USA,Chicago,Mobile App,Home,Home Sub2,122.77,3,0.0,368.31,216.53
O1560,2025-08-22 09:00:00,C10855,Netherlands,Rotterdam,Web,Electronics,Electronics Sub2,120.57,3,0.34,239.34,272.12
O1561,2025-04-01 06:00:00,C10763,Canada,Montreal,Mobile App,Home,Home Sub3,10.0,1,0.12,8.81,6.68
O1562,2024-06-21 19:00:00,C10959,Australia,Brisbane,Web,Sports,Sports Sub5,10.0,3,0.0,30.0,19.04
O1563,2024-11-28 04:00:00,C10405,Australia,Melbourne,Mobile App,Sports,Sports Sub5,50.01,1,0.23,38.45,35.58
O1564,2024-09-28 18:00:00,C10178,Australia,Brisbane,Mobile App,Sports,Sports Sub4,199.77,2,0.0,399.54,249.77
O1565,2025-10-09 03:00:00,C10441,Germany,Cologne,Retail,Electronics,Electronics Sub2,10.0,6,0.0,60.0,43.24
O1566,2024-09-17 12:00:00,C10931,USA,New York,Web,Home,Home Sub5,218.43,3,0.0,655.29,441.4
O1567,2024-07-31 04:00:00,C10379,India,Hyderabad,Web,Home,Home Sub3,89.33,3,0.18,220.23,171.61
O1568,2024-02-18 10:00:00,C11290,USA,Austin,Web,Beauty,Beauty Sub2,192.39,2,0.29,272.9,300.49
O1569,2025-03-13 01:00:00,C10452,UK,Leeds,Web,Home,Home Sub5,144.87,1,0.05,137.53,94.43
O1570,2025-08-06 03:00:00,C11161,USA,Chicago,Retail,Sports,Sports Sub1,95.23,1,0.0,95.23,68.52
O1571,2025-06-12 01:00:00,C10190,Canada,Vancouver,Web,Electronics,Electronics Sub2,145.41,3,0.26,324.54,250.82
O1572,2024-08-09 20:00:00,C10781,Brazil,Rio de Janeiro,Retail,Electronics,Electronics Sub2,123.39,1,0.28,88.48,86.12
O1573,2025-05-29 01:00:00,C10017,Netherlands,Amsterdam,Retail,Fashion,Fashion Sub1,84.76,1,0.0,84.76,64.64
O1574,2024-12-11 17:00:00,C11209,France,Lyon,Web,Electronics,Electronics Sub4,60.41,2,0.0,120.83,95.34
O1575,2025-04-10 11:00:00,C10354,Australia,Brisbane,Web,Beauty,Beauty Sub4,10.0,2,0.0,20.0,11.4
O1576,2024-01-04 04:00:00,C10737,UK,London,Mobile App,Fashion,Fashion Sub4,64.65,1,0.0,64.65,50.42
O1577,2024-11-04 19:00:00,C11204,India,Mumbai,Marketplace,Beauty,Beauty Sub5,98.69,2,0.0,197.37,125.67
O1578,2025-04-23 04:00:00,C11252,Sweden,Stockholm,Web,Sports,Sports Sub2,69.5,1,0.04,66.78,54.65
O1579,2025-08-10 13:00:00,C10630,Australia,Brisbane,Web,Electronics,Electronics Sub1,198.62,1,0.0,198.62,135.32
O1580,2025-09-15 18:00:00,C10517,UK,Manchester,Marketplace,Fashion,Fashion Sub3,10.0,4,0.0,40.0,30.18
O1581,2025-10-12 05:00:00,C10689,Netherlands,Amsterdam,Retail,Sports,Sports Sub4,119.93,1,0.0,119.93,68.15
O1582,2024-08-09 04:00:00,C10786,USA,New York,Retail,Electronics,Electronics Sub2,97.61,1,0.25,73.6,61.18
O1583,2025-03-16 14:00:00,C10623,Brazil,São Paulo,Retail,Sports,Sports Sub5,10.0,4,0.12,35.34,31.41
O1584,2025-06-24 21:00:00,C10049,India,Bengaluru,Web,Home,Home Sub4,137.07,1,0.0,136.95,79.28
O1585,2025-04-06 01:00:00,C10443,Netherlands,Rotterdam,Mobile App,Sports,Sports Sub3,199.65,1,0.04,192.06,116.4
O1586,2024-12-03 22:00:00,C11253,USA,New York,Marketplace,Fashion,Fashion Sub2,53.49,3,0.0,160.47,119.79
O1587,2024-01-13 00:00:00,C11208,UK,Manchester,Web,Electronics,Electronics Sub1,45.63,2,0.0,91.26,58.5
O1588,2025-02-16 21:00:00,C10337,Brazil,São Paulo,Retail,Beauty,Beauty Sub3,118.6,1,0.0,118.6,84.97
O1589,2024-01-27 10:00:00,C11147,Sweden,Stockholm,Web,Electronics,Electronics Sub5,204.82,5,0.09,932.19,595.82
O1590,2024-02-03 17:00:00,C11245,France,Lyon,Mobile App,Electronics,Electronics Sub2,115.5,1,0.0,115.5,88.29
O1591,2024-08-03 19:00:00,C11381,UK,London,Mobile App,Sports,Sports Sub3,123.83,1,0.0,123.83,97.04
O1592,2025-01-29 10:00:00,C10986,Sweden,Gothenburg,Marketplace,Beauty,Beauty Sub1,135.85,2,0.0,271.7,154.45
O1593,2024-08-21 07:00:00,C11005,Canada,Montreal,Mobile App,Fashion,Fashion Sub2,111.51,1,0.0,111.51,62.84
O1594,2024-01-06 03:00:00,C10787,Australia,Sydney,Retail,Sports,Sports Sub1,76.4,1,0.0,76.4,55.99
O1595,2024-01-05 12:00:00,C10661,Sweden,Malmö,Web,Home,Home Sub3,260.99,1,0.21,207.46,158.09
O1596,2024-07-23 17:00:00,C10580,France,Lyon,Web,Home,Home Sub2,203.34,5,0.06,957.04,705.53
O1597,2024-01-02 14:00:00,C10646,Brazil,Brasília,Retail,Home,Home Sub4,125.59,1,0.0,125.59,76.25
O1598,2025-04-02 07:00:00,C10952,Netherlands,Rotterdam,Web,Electronics,Electronics Sub2,123.41,5,0.23,475.91,414.34
O1599,2024-02-03 07:00:00,C10259,Germany,Cologne,Web,Electronics,Electronics Sub1,10.0,3,0.05,28.46,21.07
O1600,2025-10-19 12:00:00,C11176,Sweden,Malmö,Web,Fashion,Fashion Sub1,153.53,1,0.14,132.69,85.45
O1601,2025-08-09 07:00:00,C10239,Netherlands,Amsterdam,Web,Fashion,Fashion Sub1,307.55,3,0.15,786.35,517.56
O1602,2024-01-28 02:00:00,C11359,Brazil,Rio de Janeiro,Retail,Electronics,Electronics Sub1,10.0,1,0.35,6.5,7.1
O1603,2025-08-04 13:00:00,C10278,Australia,Melbourne,Web,Home,Home Sub2,113.07,1,0.04,108.97,71.23
O1604,2024-10-16 00:00:00,C10989,Germany,Hamburg,Mobile App,Electronics,Electronics Sub1,134.0,3,0.0,402.01,321.17
O1605,2024-04-13 23:00:00,C10308,UK,Bristol,Mobile App,Electronics,Electronics Sub3,163.27,1,0.0,163.27,114.3
O1606,2024-04-02 00:00:00,C10061,Brazil,São Paulo,Web,Sports,Sports Sub4,142.55,1,0.02,139.36,92.7
O1607,2024-06-22 07:00:00,C11156,Australia,Brisbane,Retail,Home,Home Sub5,75.23,3,0.08,207.79,130.41
O1608,2025-05-31 03:00:00,C10373,UK,London,Mobile App,Sports,Sports Sub5,87.76,1,0.0,87.76,66.51
O1609,2025-04-11 02:00:00,C10877,Brazil,Rio de Janeiro,Retail,Sports,Sports Sub2,50.29,3,0.0,150.86,100.38
O1610,2024-02-16 06:00:00,C11293,Canada,Calgary,Mobile App,Home,Home Sub5,59.18,2,0.0,118.36,79.66
O1611,2025-07-02 15:00:00,C10460,USA,Austin,Mobile App,Electronics,Electronics Sub3,10.0,1,0.09,9.12,7.21
O1612,2025-10-11 03:00:00,C10772,Australia,Melbourne,Web,Electronics,Electronics Sub2,49.92,1,0.0,49.92,37.86
O1613,2024-08-10 13:00:00,C11201,Sweden,Gothenburg,Web,Electronics,Electronics Sub3,110.81,3,0.0,332.44,194.95
O1614,2024-07-06 22:00:00,C11372,Netherlands,Rotterdam,Retail,Fashion,Fashion Sub3,56.23,2,0.01,111.4,88.05
O1615,2024-02-07 06:00:00,C11112,France,Paris,Mobile App,Electronics,Electronics Sub5,160.47,2,0.25,240.55,234.92
O1616,2025-09-07 15:00:00,C10256,Netherlands,Amsterdam,Marketplace,Fashion,Fashion Sub4,99.6,4,0.0,398.42,302.32
O1617,2024-05-29 03:00:00,C10233,Germany,Berlin,Mobile App,Electronics,Electronics Sub5,10.0,1,0.0,10.0,6.3
O1618,2025-05-03 23:00:00,C11340,India,Hyderabad,Mobile App,Home,Home Sub2,10.0,2,0.0,20.0,13.75
O1619,2025-04-21 03:00:00,C11244,USA,San Francisco,Web,Electronics,Electronics Sub3,45.31,2,0.0,90.63,65.12
O1620,2024-01-27 05:00:00,C10812,France,Paris,Retail,Electronics,Electronics Sub4,302.98,1,0.0,302.98,230.84
O1621,2024-06-13 15:00:00,C10522,USA,San Francisco,Mobile App,Fashion,Fashion Sub4,134.51,1,0.0,134.51,94.19
O1622,2025-05-29 07:00:00,C10650,France,Lyon,Web,Electronics,Electronics Sub2,107.87,2,0.04,207.78,165.43
O1623,2025-04-26 08:00:00,C10016,Netherlands,Utrecht,Web,Electronics,Electronics Sub2,153.19,1,0.0,153.19,117.55
O1624,2025-07-27 05:00:00,C11113,France,Marseille,Marketplace,Fashion,Fashion Sub5,10.0,2,0.0,20.0,13.74
O1625,2024-07-13 11:00:00,C11257,Brazil,Rio de Janeiro,Marketplace,Fashion,Fashion Sub3,151.26,1,0.06,142.59,85.79
O1626,2024-07-18 19:00:00,C10293,Brazil,São Paulo,Web,Electronics,Electronics Sub2,24.38,3,0.01,72.6,47.91
O1627,2024-05-11 12:00:00,C11087,USA,Chicago,Web,Sports,Sports Sub2,158.78,6,0.1,862.1,702.27
O1628,2025-08-01 21:00:00,C10490,Canada,Montreal,Web,Home,Home Sub2,10.0,1,0.25,7.47,7.06
O1629,2025-09-02 16:00:00,C10969,India,Hyderabad,Retail,Electronics,Electronics Sub3,182.33,3,0.08,503.26,320.38
O1630,2025-03-04 04:00:00,C10508,Australia,Sydney,Web,Electronics,Electronics Sub4,235.34,6,0.0,1412.07,808.58
O1631,2024-11-17 22:00:00,C11367,Germany,Berlin,Mobile App,Fashion,Fashion Sub1,200.23,2,0.0,400.47,303.83
O1632,2025-07-15 09:00:00,C10610,Brazil,Brasília,Web,Beauty,Beauty Sub4,221.4,1,0.11,196.43,122.45
O1633,2024-11-21 10:00:00,C10217,Germany,Hamburg,Mobile App,Fashion,Fashion Sub4,119.19,4,0.0,476.77,317.33
O1634,2024-09-16 13:00:00,C11272,Australia,Sydney,Retail,Fashion,Fashion Sub4,159.71,3,0.34,316.56,363.64
O1635,2025-10-26 10:00:00,C10748,UK,Bristol,Web,Home,Home Sub5,123.18,2,0.0,246.36,195.06
O1636,2024-05-12 07:00:00,C10830,Brazil,São Paulo,Mobile App,Home,Home Sub3,35.29,1,0.05,33.41,24.01
O1637,2024-12-08 13:00:00,C10428,Germany,Berlin,Mobile App,Electronics,Electronics Sub4,186.11,2,0.0,372.22,231.98
O1638,2025-01-09 10:00:00,C10180,UK,Leeds,Web,Electronics,Electronics Sub1,10.0,1,0.07,9.32,6.32
